"OBJECTID","LOWWELL","SPECIES"
1376,"Moderate","Platanus acerifolia"
1377,"None","Other"
1378,"None","Pyrus kawakami"
1379,"None","Prunus cerasifera/blireiana"
1380,"None","Cordyline australis"
1381,"None","Podocarpus gracilior"
1382,"None","Cinnamomum camphora"
1383,"None","Pyrus kawakami"
1384,"None","Podocarpus gracilior"
1385,"None","Podocarpus gracilior"
1386,"None","Melaleuca sp"
1387,"None","Ligustrum sp"
1388,"None","Ligustrum sp"
1389,"None","Unknown"
1390,"None","Pyrus calleryana cvs"
1391,"None","Gleditsia triacanthos"
1392,"None","Melaleuca sp"
1393,"None","Lagerstroemia indica"
1394,"None","Olea europaea"
1395,"None","Melaleuca sp"
1396,"None","Platanus acerifolia"
1397,"None","Robinia sp"
1398,"Moderate","Gleditsia triacanthos"
1399,"High","Gleditsia triacanthos"
1400,"High","Celtis sp"
1401,"Low","Celtis sp"
1402,"None","Fraxinus sp"
1403,"Moderate","Acer sp"
1404,"Moderate","Prunus sp"
1405,"None","Pyrus calleryana cvs"
1406,"None","Fraxinus sp"
1407,"None","Dead"
1408,"Low","Aesculus carnea"
1409,"None","Gleditsia triacanthos"
1410,"None","Acer sp"
1411,"None","Magnolia grandiflora"
1412,"None","Fraxinus sp"
1413,"None","Acer sp"
1414,"None","Shrub"
1415,"None","Acer sp"
1416,"None","Other"
1417,"Low","Eucalyptus nicholii"
1418,"Low","Acer sp"
1419,"None","Celtis sp"
1420,"None","Schinus molle"
1421,"None","Gleditsia triacanthos"
1422,"Low","Pyrus calleryana cvs"
1423,"None","Magnolia grandiflora"
1424,"None","Liquidambar styraciflua"
1425,"None","Lagerstroemia indica"
1426,"None","Lagerstroemia indica"
1427,"High","Platanus acerifolia"
1428,"Low","Lyonothamnus asplinifolia"
1429,"Low","Populus nigra Italica"
1430,"None","Acer sp"
1431,"None","Crataegus phaenopyrum"
1432,"None","Dead"
1433,"None","Magnolia grandiflora"
1434,"None","Celtis sp"
1435,"Low","Magnolia grandiflora"
1436,"Moderate","Lagerstroemia indica"
1437,"Low","Prunus cerasifera/blireiana"
1438,"None","Pistacia chinensis"
1439,"None","Pyrus kawakami"
1440,"None","Cercis sp"
1441,"Moderate","Acer sp"
1442,"Moderate","Fraxinus o. `Raywood'"
1443,"None","Prunus sp"
1444,"None","Celtis sp"
1445,"None","Other"
1446,"None","Melaleuca sp"
1447,"Low","Pyrus kawakami"
1448,"None","Gleditsia triacanthos"
1449,"Low","Prunus serrulata"
1450,"None","Fig Tree"
1451,"None","Sapium sebiferum"
1452,"None","Magnolia grandiflora"
1453,"None","Ceratonia siliqua"
1454,"None","Platanus acerifolia"
1455,"None","Pyrus kawakami"
1456,"None","Platanus acerifolia"
1457,"None","Ficus retusa nitida"
1458,"None","Prunus serrulata"
1459,"None","Dead"
1460,"None","Geijera parvifolia"
1461,"None","Prunus cerasifera/blireiana"
1462,"None","Prunus cerasifera/blireiana"
1463,"None","Magnolia grandiflora"
1464,"None","Acacia melanoxylon"
1465,"None","Pistacia chinensis"
1466,"None","Magnolia grandiflora"
1467,"None","Platanus acerifolia"
1468,"None","Pyrus kawakami"
1469,"None","Prunus sp"
1470,"Low","Prunus cerasifera/blireiana"
1471,"None","Koelreuteria sp"
1472,"None","Geijera parvifolia"
1473,"None","Jacaranda acutifolia"
1474,"None","Other"
1475,"Moderate","Prunus sp"
1476,"None","Celtis sp"
1477,"None","Lagerstroemia indica"
1478,"None","Prunus cerasifera/blireiana"
1479,"None","Malus sp"
1480,"None","Malus sp"
1481,"None","Lagerstroemia indica"
1482,"None","Liquidambar styraciflua"
1483,"None","Pyrus calleryana cvs"
1484,"None","Acer sp"
1485,"High","Ulmus parvifolia"
1486,"Low","Pyrus kawakami"
1487,"Low","Liquidambar styraciflua"
1488,"None","Acacia sp"
1834,"None","Celtis sp"
1835,"None","Cordyline australis"
1836,"Low","Pistacia chinensis"
1837,"None","Morus alba"
1838,"None","Fraxinus o. `Raywood'"
1839,"None","Pittosporum undulatum"
1840,"None","Ulmus parvifolia"
1841,"None","Platanus acerifolia"
1842,"None","Ceratonia siliqua"
1843,"None","Ulmus americana"
1844,"Moderate","Geijera parvifolia"
1845,"None","Quercus sp"
1846,"Low","Pyrus calleryana cvs"
1847,"High","Gleditsia triacanthos"
1848,"Low","Shrub"
1849,"Moderate","Callistemon sp"
1850,"None","Ulmus americana"
1851,"None","Acer sp"
1852,"None","Pistacia chinensis"
1853,"None","Fraxinus sp"
1854,"None","Unknown"
1855,"Moderate","Callistemon sp"
1856,"None","Celtis sp"
1857,"None","Pistacia chinensis"
1858,"None","Prunus cerasifera/blireiana"
1859,"None","Olea europaea"
1860,"Moderate","Betula sp"
1861,"None","Platanus acerifolia"
1862,"None","Unknown"
1863,"None","Platanus acerifolia"
1864,"None","Prunus sp"
1865,"None","Platanus acerifolia"
1866,"None","Quercus sp"
1867,"None","Platanus acerifolia"
1868,"None","Dead"
1869,"None","Platanus acerifolia"
1870,"Low","Acer sp"
1871,"None","Fraxinus sp"
1872,"None","Platanus acerifolia"
1873,"None","Ginkgo biloba"
1874,"None","Platanus acerifolia"
1875,"None","Platanus acerifolia"
1876,"None","Lagerstroemia indica"
1877,"None","Ceratonia siliqua"
1878,"None","Liquidambar styraciflua"
1879,"None","Platanus acerifolia"
1880,"High","Fraxinus o. `Raywood'"
1881,"None","Prunus cerasifera/blireiana"
1882,"Moderate","Dead"
1883,"None","Pyrus kawakami"
1884,"None","Celtis sp"
1885,"None","Liquidambar styraciflua"
1886,"None","Ulmus americana"
1887,"None","Robinia sp"
1888,"Low","Prunus sp"
1889,"None","Prunus cerasifera/blireiana"
1890,"None","Robinia hybrid"
1891,"None","Platanus acerifolia"
1892,"None","Aesculus carnea"
1893,"High","Tristaniopsis laurina"
1894,"None","Ceratonia siliqua"
1895,"None","Pyrus kawakami"
1896,"None","Ginkgo biloba"
1897,"None","Fraxinus sp"
1898,"None","Liquidambar styraciflua"
1899,"None","Nerium oleander"
1900,"None","Quercus sp"
1901,"None","Prunus cerasifera/blireiana"
1902,"Moderate","Pyrus calleryana cvs"
1903,"None","Prunus cerasifera/blireiana"
1904,"None","Platanus acerifolia"
1905,"None","Robinia sp"
1906,"None","Pyrus calleryana cvs"
1907,"None","Albizia julibrissin"
1908,"None","Ginkgo biloba"
1909,"None","Liquidambar styraciflua"
1910,"None","Platanus acerifolia"
1911,"None","Prunus sp"
1912,"None","Sapium sebiferum"
1913,"None","Geijera parvifolia"
1914,"None","Ulmus parvifolia"
1915,"None","Unknown"
1916,"None","Liquidambar styraciflua"
1917,"None","Platanus acerifolia"
1918,"None","Prunus cerasifera/blireiana"
1919,"None","Liquidambar styraciflua"
1920,"Low","Liquidambar styraciflua"
1921,"None","Unknown"
1922,"None","Ginkgo biloba"
1923,"None","Platanus acerifolia"
1924,"None","Other"
1925,"None","Other"
1926,"None","Platanus acerifolia"
1927,"Low","Pistacia chinensis"
1928,"None","Pyrus kawakami"
1929,"None","Platanus acerifolia"
1930,"None","Ulmus parvifolia"
1931,"None","Schinus terebinthefolia"
1932,"None","Liquidambar styraciflua"
1933,"None","Fraxinus sp"
1934,"None","Ginkgo biloba"
1935,"None","Betula sp"
1936,"None","Pyrus calleryana cvs"
1937,"Low","Platanus acerifolia"
1938,"None","Other"
1939,"None","Platanus acerifolia"
1940,"None","Ulmus parvifolia"
1941,"None","Platanus acerifolia"
1942,"None","Ulmus parvifolia"
1943,"None","Schinus terebinthefolia"
1944,"None","Pyrus calleryana cvs"
1945,"None","Cinnamomum camphora"
1946,"Low","Dead"
1947,"None","Fraxinus sp"
1948,"Low","Liquidambar styraciflua"
1949,"None","Betula sp"
1950,"None","Prunus cerasifera/blireiana"
1951,"None","Other"
1952,"None","Tristaniopsis I. `Elegant"
1953,"None","Magnolia grandiflora"
1954,"None","Ulmus parvifolia"
1955,"None","Pistacia chinensis"
1956,"None","Prunus sp"
1957,"None","Quercus agrifolia"
1958,"None","Liquidambar styraciflua"
1959,"None","Schinus terebinthefolia"
1960,"None","Crataegus phaenopyrum"
1961,"None","Quercus sp"
1962,"None","Robinia hybrid"
1963,"None","Prunus sp"
1964,"None","Prunus cerasifera/blireiana"
1965,"Low","Platanus acerifolia"
1966,"None","Pittosporum undulatum"
1967,"None","Platanus acerifolia"
1968,"None","Robinia pseudoacacia"
1969,"None","Lophostemon confertus"
1970,"None","Prunus cerasifera/blireiana"
1971,"None","Unknown"
1972,"None","Pyrus calleryana cvs"
1973,"None","Punicia granatum"
1974,"None","Prunus cerasifera/blireiana"
1975,"None","Celtis sp"
1976,"None","Cercis sp"
1977,"None","Prunus cerasifera/blireiana"
1978,"None","Callistemon sp"
1979,"None","Podocarpus gracilior"
1980,"Moderate","Pistacia chinensis"
1981,"None","Platanus acerifolia"
1982,"None","Crataegus phaenopyrum"
1983,"None","Liquidambar styraciflua"
1984,"None","Platanus acerifolia"
1985,"None","Prunus sp"
1986,"None","Magnolia grandiflora"
1987,"None","Ulmus americana"
1988,"None","Gleditsia triacanthos"
1989,"None","Platanus acerifolia"
1990,"Low","Pyrus kawakami"
1991,"None","Schinus terebinthefolia"
1992,"None","Malus sp"
1993,"None","Olea europaea"
1994,"None","Ulmus parvifolia"
1995,"None","Ulmus parvifolia"
1996,"None","Acer sp"
1997,"None","Dodonaea sp"
1998,"None","Pyrus kawakami"
1999,"Moderate","Platanus acerifolia"
2000,"None","Other"
2001,"None","Pyrus kawakami"
2002,"None","Platanus acerifolia"
2003,"None","Lagerstroemia indica"
2004,"None","Fraxinus o. `Raywood'"
2005,"None","Platanus acerifolia"
2006,"None","Lagerstroemia indica"
2007,"None","Callistemon sp"
2008,"None","Ulmus americana"
2009,"None","Callistemon sp"
2010,"Moderate","Ginkgo biloba"
2011,"None","Malus sp"
2012,"None","Pyrus calleryana cvs"
2013,"None","Celtis sp"
2014,"None","Eucalyptus ficifolia"
2015,"None","Robinia sp"
2016,"None","Populus sp"
2017,"None","Prunus sp"
2018,"None","Dodonaea sp"
2019,"None","Quercus sp"
2020,"None","Platanus acerifolia"
2021,"None","Callistemon sp"
2022,"None","Platanus acerifolia"
2023,"None","Celtis sp"
2024,"None","Other"
2025,"None","Pistacia chinensis"
2026,"None","Geijera parvifolia"
2027,"None","Platanus acerifolia"
2028,"None","Schinus terebinthefolia"
2029,"None","Ficus carica"
2030,"None","Prunus cerasifera/blireiana"
2031,"None","Platanus acerifolia"
2032,"None","Liquidambar styraciflua"
2033,"None","Platanus acerifolia"
2034,"Low","Platanus acerifolia"
2035,"None","Platanus acerifolia"
2036,"None","Olea europaea"
2037,"None","Liquidambar styraciflua"
2038,"Low","Lagerstroemia indica"
2039,"None","Acer sp"
2040,"Low","Ligustrum sp"
2041,"None","Celtis sp"
2042,"None","Pistacia chinensis"
2043,"Low","Prunus cerasifera/blireiana"
2044,"None","Ulmus parvifolia"
2045,"None","Robinia hybrid"
2046,"None","Robinia hybrid"
2047,"None","Prunus sp"
2048,"None","Geijera parvifolia"
2049,"Moderate","Acer sp"
2050,"None","Platanus acerifolia"
2051,"None","Cordyline australis"
2052,"None","Fraxinus o. `Raywood'"
2053,"None","Prunus sp"
2054,"None","Pyrus calleryana cvs"
2055,"Low","Prunus sp"
2056,"None","Fraxinus sp"
2057,"None","Platanus acerifolia"
2058,"None","Platanus acerifolia"
2059,"None","Malus floribunda"
2060,"None","Maytenus boaria"
2061,"None","Celtis sp"
2062,"None","Robinia hybrid"
2063,"Low","Pyrus calleryana cvs"
2064,"Moderate","Betula sp"
2065,"None","Pistacia chinensis"
2066,"None","Robinia hybrid"
2067,"None","Dead"
2068,"None","Ulmus parvifolia"
2069,"None","Pyrus kawakami"
2070,"None","Lagerstroemia indica"
2071,"None","Malus floribunda"
2072,"None","Quercus ilex"
2073,"None","Jacaranda acutifolia"
2074,"None","Juniperus sp"
2075,"None","Robinia hybrid"
2076,"None","Robinia hybrid"
2077,"None","Prunus cerasifera/blireiana"
2078,"None","Other"
2079,"None","Syzygium paniculatum"
2080,"None","Lagerstroemia indica"
2081,"Low","Prunus sp"
2082,"None","Fraxinus o. `Raywood'"
2083,"None","Ulmus parvifolia"
2084,"None","Pyrus calleryana cvs"
2085,"None","Other"
2086,"None","Phoenix canariensis"
2087,"None","Liquidambar styraciflua"
2424,"None","Liquidambar styraciflua"
2425,"None","Pyrus calleryana cvs"
2426,"None","Dead"
2427,"None","Metrosideros excelsus"
2428,"None","Crataegus phaenopyrum"
2429,"None","Fraxinus o. `Raywood'"
2430,"None","Ginkgo biloba"
2431,"None","Pyrus calleryana cvs"
2432,"None","Pinus sp"
2433,"None","Unknown"
2434,"None","Magnolia grandiflora"
2435,"None","Washingtonia robusta"
2436,"None","Prunus sp"
2437,"None","Magnolia grandiflora"
2438,"None","Washingtonia robusta"
2439,"None","Metrosideros excelsus"
2440,"None","Casuarina sp"
2441,"None","Ulmus parvifolia"
2442,"None","Malus sp"
2443,"None","Cupressus sp"
2444,"None","Cupressus sp"
2445,"None","Liquidambar styraciflua"
2446,"None","Lagerstroemia indica"
2447,"None","Quercus sp"
2448,"None","Unknown"
2449,"None","Cupressus sp"
2450,"None","Other"
2451,"None","Photinia sp"
2452,"None","Acer sp"
2453,"None","Platanus acerifolia"
2454,"None","Jacaranda acutifolia"
2455,"None","Liquidambar styraciflua"
2456,"None","Pyrus calleryana cvs"
2457,"None","Liquidambar styraciflua"
2458,"None","Lagerstroemia indica"
2459,"None","Unknown"
2460,"None","Cordyline australis"
2461,"None","Washingtonia robusta"
2462,"Low","Cercis sp"
2463,"None","Liquidambar styraciflua"
2464,"None","Liquidambar styraciflua"
2465,"None","Eriobotrya japonica"
2466,"None","Pyrus calleryana cvs"
2467,"None","Unknown"
2468,"None","Liquidambar styraciflua"
2469,"None","Quercus suber"
2470,"None","Quercus sp"
2471,"None","Pyrus calleryana cvs"
2472,"None","Cinnamomum camphora"
2473,"None","Zelkova serrata"
2474,"None","Lagerstroemia indica"
2475,"None","Washingtonia robusta"
2476,"None","Pyrus kawakami"
2477,"None","Liquidambar styraciflua"
2478,"None","Nyssa sylvatica"
2479,"None","Liquidambar styraciflua"
2480,"None","Prunus cerasifera/blireiana"
2481,"None","Pistacia chinensis"
2482,"None","Acer sp"
2483,"None","Malus sp"
2484,"None","Magnolia grandiflora"
2485,"Low","Acer sp"
2486,"None","Liquidambar styraciflua"
2487,"None","Phoenix canariensis"
2488,"None","Pistacia chinensis"
2489,"Moderate","Other"
2490,"None","Unknown"
2491,"None","Liquidambar styraciflua"
2492,"None","Maytenus boaria"
2493,"None","Pistacia chinensis"
2494,"None","Pyrus calleryana cvs"
2495,"Low","Platanus acerifolia"
2496,"Low","Platanus acerifolia"
2497,"None","Ulmus americana"
2498,"None","Pistacia chinensis"
2499,"None","Prunus cerasifera/blireiana"
2500,"None","Phoenix canariensis"
2501,"None","Quercus sp"
2502,"None","Liquidambar styraciflua"
2503,"None","Pyrus calleryana cvs"
2504,"None","Ligustrum sp"
2505,"None","Pyrus calleryana cvs"
2506,"None","Quercus sp"
2507,"None","Pistacia chinensis"
2508,"None","Lagerstroemia indica"
2509,"None","Liquidambar styraciflua"
2510,"None","Pistacia chinensis"
2511,"None","Carpinus sp"
2512,"None","Other"
2513,"None","Magnolia grandiflora"
2514,"None","Fraxinus sp"
2515,"None","Magnolia grandiflora"
2516,"None","Pyrus kawakami"
2517,"None","Platanus acerifolia"
2518,"None","Other"
2519,"None","Quercus sp"
2520,"Low","Pyrus kawakami"
2521,"Low","Pyrus kawakami"
2522,"Low","Pyrus kawakami"
2523,"None","Quercus sp"
2524,"None","Geijera parvifolia"
2525,"None","Quercus sp"
2526,"None","Unknown"
2527,"None","Quercus sp"
2528,"None","Liquidambar styraciflua"
2529,"None","Pyrus kawakami"
2530,"None","Liquidambar styraciflua"
2531,"None","Unknown"
2532,"None","Cinnamomum camphora"
2533,"None","Other"
2534,"None","Liquidambar styraciflua"
2535,"None","Pyrus calleryana cvs"
2536,"None","Magnolia sp"
2537,"None","Liquidambar styraciflua"
2538,"None","Magnolia grandiflora"
2539,"None","Tibuchnia"
2540,"Moderate","Liquidambar styraciflua"
2541,"None","Pistacia chinensis"
2542,"None","Ulmus parvifolia"
2543,"None","Quercus sp"
2544,"None","Prunus sp"
2545,"None","Phoenix canariensis"
2546,"None","Geijera parvifolia"
2547,"None","Acacia longifolia"
2548,"None","Platanus acerifolia"
2549,"Moderate","Platanus acerifolia"
2550,"Low","Platanus acerifolia"
2551,"None","Prunus cerasifera/blireiana"
2552,"None","Prunus cerasifera/blireiana"
2553,"None","Robinia sp"
2554,"Low","Platanus acerifolia"
2555,"Low","Platanus acerifolia"
2556,"None","Washingtonia robusta"
2557,"None","Pistacia chinensis"
2558,"None","Ulmus americana"
2559,"None","Quercus sp"
2560,"None","Schinus terebinthefolia"
2561,"None","Ficus retusa nitida"
2562,"None","Platanus acerifolia"
2563,"None","Quercus sp"
2564,"None","Acacia melanoxylon"
2565,"None","Other"
2566,"None","Populus nigra Italica"
2567,"None","Eriobotrya deflexa"
2568,"None","Quercus sp"
2569,"None","Schinus terebinthefolia"
2570,"None","Ficus retusa nitida"
2571,"None","Liquidambar styraciflua"
2572,"None","Nerium oleander"
2573,"None","Pistacia chinensis"
2574,"None","Prunus cerasifera/blireiana"
2575,"None","Platanus acerifolia"
2576,"None","Pyrus kawakami"
2577,"High","Platanus acerifolia"
2578,"None","Platanus acerifolia"
2579,"None","Pyrus kawakami"
2580,"High","Platanus acerifolia"
2581,"None","Acer sp"
2582,"None","Prunus cerasifera/blireiana"
2583,"None","Prunus cerasifera/blireiana"
2584,"None","Pyrus calleryana cvs"
2585,"None","Pyrus kawakami"
2586,"None","Maytenus boaria"
2587,"None","Liquidambar styraciflua"
2588,"None","Schinus terebinthefolia"
2589,"None","Cercis sp"
2590,"None","Prunus cerasifera/blireiana"
2591,"None","Unknown"
2592,"None","Washingtonia robusta"
2593,"None","Magnolia grandiflora"
2594,"None","Liquidambar styraciflua"
2595,"None","Metrosideros excelsus"
2596,"None","Ulmus americana"
2597,"None","Magnolia grandiflora"
2598,"None","Lagerstroemia indica"
2599,"None","Pyrus calleryana cvs"
2600,"Low","Liquidambar styraciflua"
2601,"Low","Fraxinus o. `Raywood'"
2602,"None","Ligustrum sp"
2603,"None","Cupressus sp"
2604,"Moderate","Shrub"
2605,"None","Prunus sp"
2606,"Low","Pyrus kawakami"
2607,"None","Cordyline australis"
2608,"None","Shrub"
2609,"Low","Geijera parvifolia"
2610,"Low","Palm sp"
2611,"None","Lagerstroemia indica"
2612,"None","Cinnamomum camphora"
2613,"None","Pyrus calleryana cvs"
2614,"None","Prunus sp"
2615,"None","Cercis sp"
2616,"None","Lagerstroemia indica"
2617,"Low","Fraxinus o. `Raywood'"
2618,"None","Melaleuca sp"
2619,"None","Prunus sp"
2620,"Low","Pyrus calleryana cvs"
2621,"None","Prunus sp"
2622,"None","Pyrus calleryana cvs"
2623,"Low","Lagerstroemia indica"
2624,"Moderate","Pyrus calleryana cvs"
2625,"None","Dead"
2626,"None","Prunus sp"
2627,"Low","Pyrus calleryana cvs"
2628,"Low","Platanus acerifolia"
2629,"None","Acer sp"
2630,"Low","Lagerstroemia indica"
2631,"None","Pyrus calleryana cvs"
2632,"None","Pyrus calleryana cvs"
2633,"None","Pyrus calleryana cvs"
2634,"None","Pyrus calleryana cvs"
2635,"None","Melaleuca sp"
2636,"None","Aesculus carnea"
2637,"None","Albizia julibrissin"
2638,"Moderate","Pyrus kawakami"
2639,"None","Pyrus calleryana cvs"
2640,"Low","Lagerstroemia indica"
2641,"None","Fraxinus o. `Raywood'"
2642,"None","Unknown"
2643,"None","Pyrus calleryana cvs"
2644,"Low","Phoenix canariensis"
2645,"None","Shrub"
2646,"None","Pyrus kawakami"
2647,"High","Pyrus calleryana cvs"
2648,"None","Pyrus calleryana cvs"
2649,"None","Pyrus calleryana cvs"
2650,"High","Liquidambar styraciflua"
2651,"None","Pyrus kawakami"
2652,"Low","Pyrus calleryana cvs"
2653,"Low","Cinnamomum camphora"
2654,"None","Liquidambar styraciflua"
2655,"None","Pyrus calleryana cvs"
2656,"None","Pyrus calleryana cvs"
2657,"Low","Podocarpus gracilior"
2658,"None","Cupressus sp"
2659,"None","Cercis sp"
2660,"None","Prunus cerasifera/blireiana"
2661,"None","Prunus sp"
2662,"Low","Pyrus calleryana cvs"
2663,"None","Liquidambar styraciflua"
